Search terms report
"January 17, 2024 - February 15, 2024"
Search term,Match type,Added/Excluded,Campaign,Ad group,Keyword,Impr.,Interactions,Clicks,Currency code,Cost,Conversions,Campaign type
what is the solar tax credit for 2024,Broad match,None,G_S_NB_Generic_CA,Solar Incentives/Credits,solar panel grants,1,0,0,USD,0.00,0.00,Search
west coast solar reviews,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar reviews""",1,0,0,USD,0.00,0.00,Search
cost of home solar system,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[solar cost estimator],1,0,0,USD,0.00,0.00,Search
ppa vs lease solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar comparison""",1,0,0,USD,0.00,0.00,Search
home solar panels and battery storage,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""buy solar power panels""",2,0,0,USD,0.00,0.00,Search
adt solar financing,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,"""loan for solar panels""",1,0,0,USD,0.00,0.00,Search
sunpower solar panels for sale,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels prices""",1,0,0,USD,0.00,0.00,Search
what are benefits of solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""benefits of solar energy""",1,0,0,USD,0.00,0.00,Search
how does solar connect to the grid,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Installation,"""solar installation""",1,0,0,USD,0.00,0.00,Search
costco solar panels cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar cost estimator""",1,0,0,USD,0.00,0.00,Search
solar rentals,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,[solar lease],1,0,0,USD,0.00,0.00,Search
solar homes,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panel house""",1,0,0,USD,0.00,0.00,Search
eland 1 solar project,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""solar program""",1,0,0,USD,0.00,0.00,Search
is it better to buy or lease solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""buying solar panels""",1,0,0,USD,0.00,0.00,Search
is solar actually worth it,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Panels,[should i get solar panels],1,0,0,USD,0.00,0.00,Search
sun value,Broad match,None,G_S_NB_Generic_CA,Solar - list,solar power,1,0,0,USD,0.00,0.00,Search
costco sun run,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solor panels""",1,0,0,USD,0.00,0.00,Search
how many solar panels do i need for 4000 kwh per month,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""get solar panels""",2,0,0,USD,0.00,0.00,Search
best solar panel company in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""buy solar""",1,0,0,USD,0.00,0.00,Search
plug and play solar panel power with 640 watt solar panels and 640 watt inverter,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar power solar""",1,0,0,USD,0.00,0.00,Search
bluetti ac200max,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,solar power systems,1,0,0,USD,0.00,0.00,Search
wells fargo solar loan,Phrase match,None,G_S_NB_Generic_CA,Solar Leasing/Financing,solar loan,1,0,0,USD,0.00,0.00,Search
should i get solar,Broad match,None,G_S_NB_Generic_CA,Solar Low Cost,low cost solar,1,0,0,USD,0.00,0.00,Search
solar incentives in california,Exact match,Added,G_S_NB_Generic_CA,California,[solar incentives in california],1,0,0,USD,0.00,0.00,Search
lease vs buy solar panels,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""buy solar""",3,0,0,USD,0.00,0.00,Search
solar panel cost san francisco,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""solar power offers""",1,0,0,USD,0.00,0.00,Search
is it good to have solar panels,Broad match,None,G_S_NB_Generic_CA,Solar Cost,solar power cost,1,0,0,USD,0.00,0.00,Search
solar energy quotes,Exact match,Added,G_S_NB_Generic_CA,Solar Quotes/Estimates,[solar energy quotes],2,0,0,USD,0.00,0.00,Search
bifacial solar panel,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar power system""",1,0,0,USD,0.00,0.00,Search
powerwall rebates,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,solar rebate,1,0,0,USD,0.00,0.00,Search
what's the tax credit for solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,[how much is the tax credit for solar panels],1,1,1,USD,3.95,0.00,Search
tesla powerwall calculator,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar power calculator""",2,0,0,USD,0.00,0.00,Search
how does solar panels work on a house,Exact match,Added,G_S_NB_Generic_CA,Home/Residential Solar,[how does solar panels work on a house],1,0,0,USD,0.00,0.00,Search
solar generator for whole house,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panel system""",1,0,0,USD,0.00,0.00,Search
free roof with solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar energy system""",1,0,0,USD,0.00,0.00,Search
buy solar panels near me,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""get solar""",1,0,0,USD,0.00,0.00,Search
vertical solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar pv panels""",1,0,0,USD,0.00,0.00,Search
5 kw solar system price,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",1,0,0,USD,0.00,0.00,Search
how much do you get per kwh for solar energy,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much solar""",1,0,0,USD,0.00,0.00,Search
average solar panel installation cost,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panels cost],2,1,1,USD,15.45,0.00,Search
1upsolar,Broad match,None,G_S_NB_Generic_CA,Solar Panels,solar panel,1,0,0,USD,0.00,0.00,Search
unyte solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
perovskite solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar pannels""",1,0,0,USD,0.00,0.00,Search
how much is the solar rebate,Broad match,None,G_S_NB_Generic_CA,Solar Leasing/Financing,solar loan,1,0,0,USD,0.00,0.00,Search
solar interest rates,Broad match,None,G_S_NB_Generic_CA,Solar Quotes/Estimates,solar quote,1,0,0,USD,0.00,0.00,Search
luz solar,Broad match,None,G_S_NB_Generic_CA,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
how much is it to put solar panels on my house,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
solar panel cost,Exact match,Added,G_S_NB_Generic_CA,Solar Cost,[solar panel cost],470,29,29,USD,380.12,2.00,Search
back up battery for solar panels,Broad match,None,G_S_NB_Generic_CA,Solar Panels,solar panel,1,0,0,USD,0.00,0.00,Search
project solar com,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
how many solar panels to run a 2000 sq ft house,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""get solar""",1,0,0,USD,0.00,0.00,Search
how much each solar panel cost,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,"""solar cost estimator""",1,0,0,USD,0.00,0.00,Search
how does solar power work,Exact match,Added,G_S_NB_Generic_CA,Solar - list,[how does solar power work],3,0,0,USD,0.00,0.00,Search
enlighten solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
power on solar,Exact match,Added,G_S_NB_Generic_CA,Solar - list,[power on solar],6,0,0,USD,0.00,0.00,Search
san francisco solar,Exact match,Added,G_S_NB_Generic_CA,CA - Bay Area,[san francisco solar],1,0,0,USD,0.00,0.00,Search
q cell panel,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar power system""",1,0,0,USD,0.00,0.00,Search
ecowatch solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,solar pannel,1,0,0,USD,0.00,0.00,Search
power optimizer solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
simmitri solar,Phrase match (close variant),None,G_S_NB_Generic_CA,CA - Bay Area,"""solar companies bay area""",1,0,0,USD,0.00,0.00,Search
sun power solar cost,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panels cost],1,0,0,USD,0.00,0.00,Search
sunpower panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar pv panels""",1,0,0,USD,0.00,0.00,Search
average cost to buy solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""buy solar panel""",2,0,0,USD,0.00,0.00,Search
solar panels for single family home,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""best solar options""",1,0,0,USD,0.00,0.00,Search
how much is tesla solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar panels cost""",1,0,0,USD,0.00,0.00,Search
15k solar system,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""solar system price""",1,0,0,USD,0.00,0.00,Search
cost for installing solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Calculator,[solar cost estimator],1,0,0,USD,0.00,0.00,Search
solar power installers near me,Exact match,Added,G_S_NB_Generic_CA,Solar Companies,[solar power installers near me],1,0,0,USD,0.00,0.00,Search
best solar panels made in usa,Exact match,Added,G_S_NB_Generic_CA,Solar Panels,[best solar panels made in usa],2,0,0,USD,0.00,0.00,Search
ask solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",5,0,0,USD,0.00,0.00,Search
1 up solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",2,0,0,USD,0.00,0.00,Search
solar ppa price per kwh california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar programs""",1,0,0,USD,0.00,0.00,Search
solar panel lowest price,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar power energy""",1,0,0,USD,0.00,0.00,Search
sunrun solar lease,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,solar electric energy,1,0,0,USD,0.00,0.00,Search
400 watt q cell solar panel,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""400 watt solar panel""",1,0,0,USD,0.00,0.00,Search
sunrun solar panels reviews,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""best solar panels""",1,0,0,USD,0.00,0.00,Search
solar panel tax incentives,Exact match,Added,G_S_NB_Generic_CA,Solar Incentives/Credits,[solar panel tax incentives],1,0,0,USD,0.00,0.00,Search
krannich solar west,Phrase match,None,G_S_NB_Generic_CA,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
solar panel cost per kwh,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""price of solar panels""",1,0,0,USD,0.00,0.00,Search
covenant solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar power systems""",1,0,0,USD,0.00,0.00,Search
solar panel roof shingles,Exact match (close variant),None,G_S_NB_Generic_CA,Solar - list,[solar shingles],1,0,0,USD,0.00,0.00,Search
sunflair solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solor panels""",1,0,0,USD,0.00,0.00,Search
orange county solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Systems,"""solar energy system""",2,0,0,USD,0.00,0.00,Search
certainteed solar shingles,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar roof tiles""",1,0,0,USD,0.00,0.00,Search
empower solar,Broad match,None,G_S_NB_Generic_CA,CA - Sacramento,solar panels sacramento,1,0,0,USD,0.00,0.00,Search
vertical pv,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,solar panels,2,0,0,USD,0.00,0.00,Search
5kw solar battery price,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar electric""",2,0,0,USD,0.00,0.00,Search
top solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""best solar options""",1,0,0,USD,0.00,0.00,Search
solar costco,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""get solar""",2,0,0,USD,0.00,0.00,Search
how many solar panels for 600 kwh per month,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""how much solar""",1,0,0,USD,0.00,0.00,Search
panneau solaire,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Panels,[solar panels],1,0,0,USD,0.00,0.00,Search
clout solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar energy""",1,0,0,USD,0.00,0.00,Search
cost of adding solar panels to existing system,Broad match,None,G_S_NB_Generic_CA,Solar Low Cost,cheapest solar system,1,0,0,USD,0.00,0.00,Search
buying solar,Exact match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""buy solar""",1,1,1,USD,15.97,0.00,Search
silfab solar panels,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,solar,1,0,0,USD,0.00,0.00,Search
residential solar panels,Exact match,Added,G_S_NB_Generic_CA,Home/Residential Solar,[residential solar panels],3,0,0,USD,0.00,0.00,Search
cost of solar in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,solar panels,1,0,0,USD,0.00,0.00,Search
solo solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Companies,"""solar panel installation companies""",1,0,0,USD,0.00,0.00,Search
whole house solar generator,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,"""solar power energy""",1,0,0,USD,0.00,0.00,Search
sun value solar reviews,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Panels,"""solar panel reviews""",1,0,0,USD,0.00,0.00,Search
free government solar,Broad match,None,G_S_NB_Generic_CA,Solar Low Cost,low income solar programs,1,0,0,USD,0.00,0.00,Search
how much does it cost to install solar panels in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Incentives/Credits,"""solar power offers""",1,0,0,USD,0.00,0.00,Search
golden state solar,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",2,0,0,USD,0.00,0.00,Search
how much for solar installation,Broad match,None,G_S_NB_Generic_CA,Solar Calculator,solar power cost calculator,1,0,0,USD,0.00,0.00,Search
generator vs solar panels,Phrase match,None,G_S_NB_Generic_CA,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
solar panel cost in california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Cost,"""price of solar panels""",1,0,0,USD,0.00,0.00,Search
how much would it cost to install solar panels on my house,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar price],1,1,1,USD,23.49,1.00,Search
solar panel eligibility,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar - list,solar power,1,0,0,USD,0.00,0.00,Search
how much can i save with solar panels,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar panel savings],1,0,0,USD,0.00,0.00,Search
costco solar,Phrase match (close variant),None,G_S_NB_Generic_CA,Home/Residential Solar,"""solar for home""",2,0,0,USD,0.00,0.00,Search
solar loans california,Phrase match (close variant),None,G_S_NB_Generic_CA,Solar Leasing/Financing,"""solar panel loan rates""",8,0,0,USD,0.00,0.00,Search
cost of home solar,Exact match (close variant),None,G_S_NB_Generic_CA,Solar Cost,[solar cost],1,0,0,USD,0.00,0.00,Search
zoi solar,Phrase match (close variant),None,G_S_NB_Generic_TX,Texas,"""texas solar power""",1,0,0,USD,0.00,0.00,Search
good faith energy solar,Broad match,None,G_S_NB_Generic_TX,Texas,solar panels texas,1,0,0,USD,0.00,0.00,Search
large solar panels,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""high capacity solar panels""",1,0,0,USD,0.00,0.00,Search
ff mp bbb 400,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar electric""",1,0,0,USD,0.00,0.00,Search
solar panel texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels near me""",3,0,0,USD,0.00,0.00,Search
best solar plans in texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Texas,"""solar in texas""",1,0,0,USD,0.00,0.00,Search
solar cost per panel,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar cost estimator""",1,0,0,USD,0.00,0.00,Search
solar tax credit explained,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,[how does the solar tax credit work],1,0,0,USD,0.00,0.00,Search
solar power installers near me,Exact match,Added,G_S_NB_Generic_TX,Solar Companies,[solar power installers near me],2,0,0,USD,0.00,0.00,Search
solar panels cheap,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""get solar""",1,0,0,USD,0.00,0.00,Search
cost of solar panel,Exact match,Added,G_S_NB_Generic_TX,Solar Cost,[cost of solar panel],10,0,0,USD,0.00,0.00,Search
exeger powerfoyle,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels brands""",1,0,0,USD,0.00,0.00,Search
solar loans credit union,Exact match,Added,G_S_NB_Generic_TX,Solar Leasing/Financing,[solar loans credit union],1,0,0,USD,0.00,0.00,Search
how much can one solar panel power,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar panels calculator""",1,0,0,USD,0.00,0.00,Search
rec alpha pure r,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""high wattage solar panels""",1,0,0,USD,0.00,0.00,Search
how many solar panels do i need for 2500 kwh per month,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar panels calculator""",1,0,0,USD,0.00,0.00,Search
solar panel prices dropping,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar panels cost""",1,1,1,USD,7.17,0.00,Search
buy solar panels direct from manufacturer,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,buying solar panels,1,0,0,USD,0.00,0.00,Search
solar panel quote,Exact match,Added,G_S_NB_Generic_TX,Solar Quotes/Estimates,[solar panel quote],3,0,0,USD,0.00,0.00,Search
true cost of solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""solar panel deals""",1,0,0,USD,0.00,0.00,Search
what are the 3 types of solar panels,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
solar panel houston texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Texas,"""solar system texas""",1,0,0,USD,0.00,0.00,Search
erco solar,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
roof solar tiles,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar shingles""",1,0,0,USD,0.00,0.00,Search
trina solar us manufacturing module 1 llc,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar pv""",1,0,0,USD,0.00,0.00,Search
solar installation cost,Exact match,Added,G_S_NB_Generic_TX,Solar Installation,[solar installation cost],19,0,0,USD,0.00,0.00,Search
how much money does solar panels save,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,[solar panel savings],1,0,0,USD,0.00,0.00,Search
tesla solar panel cost calculator,Phrase match,None,G_S_NB_Generic_TX,Solar Calculator,"""solar panel cost calculator""",1,0,0,USD,0.00,0.00,Search
solar or generator,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
photovoltaic,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar powar""",2,0,0,USD,0.00,0.00,Search
rec solar panels price,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""buy solar""",1,0,0,USD,0.00,0.00,Search
texas buyback plans,Exact match (close variant),None,G_S_NB_Generic_TX,Texas,[solar buyback plans texas],1,0,0,USD,0.00,0.00,Search
solar energy for house,Exact match,Added,G_S_NB_Generic_TX,Home/Residential Solar,[solar energy for house],2,0,0,USD,0.00,0.00,Search
icon solar panel price,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar energy solar panels""",1,1,1,USD,3.29,0.00,Search
solar panel cost illinois,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar panel cost calculator""",1,0,0,USD,0.00,0.00,Search
amp titanium solar,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel""",1,0,0,USD,0.00,0.00,Search
how do solar panels work with your electric bill,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar electricity panels""",1,0,0,USD,0.00,0.00,Search
solar panel alternatives,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar pannels""",1,0,0,USD,0.00,0.00,Search
sunnova solar reviews,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Companies,"""solar company""",1,0,0,USD,0.00,0.00,Search
solar cells,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar""",1,0,0,USD,0.00,0.00,Search
biden solar program,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar programs""",1,0,0,USD,0.00,0.00,Search
roof solar panels worth it,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,[is solar worth it],1,0,0,USD,0.00,0.00,Search
sol ark 12k,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel system""",2,0,0,USD,0.00,0.00,Search
sunshine solar company,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar electricity""",1,0,0,USD,0.00,0.00,Search
florida solar panel companies,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Systems,"""solar energy system""",1,0,0,USD,0.00,0.00,Search
cost for a solar panel,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""solar panel deals""",1,0,0,USD,0.00,0.00,Search
10 solar panels cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar cost estimator""",1,0,0,USD,0.00,0.00,Search
solar panels us made,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,[american made solar panels],1,0,0,USD,0.00,0.00,Search
southern solar reviews,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
solar install cost,Exact match,Added,G_S_NB_Generic_TX,Solar Cost,[solar install cost],5,0,0,USD,0.00,0.00,Search
how much energy do solar panels produce,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""solar panel output calculator""",1,0,0,USD,0.00,0.00,Search
perovskites solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar pv panels""",1,0,0,USD,0.00,0.00,Search
tesla solar panels installation cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""price of solar panels""",1,0,0,USD,0.00,0.00,Search
solar power texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""solar program""",1,0,0,USD,0.00,0.00,Search
solar roofing,Exact match,Added,G_S_NB_Generic_TX,Solar Products,[solar roofing],10,1,1,USD,3.15,0.00,Search
polycrystalline solar panels,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar power energy""",4,0,0,USD,0.00,0.00,Search
how many panels do i need for solar,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,[how much solar do i need],1,1,1,USD,8.49,0.00,Search
tesla roofing cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar roof panels cost""",1,0,0,USD,0.00,0.00,Search
solar electric costs,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""cost of solar system""",1,0,0,USD,0.00,0.00,Search
solar panel subsidy texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar savings""",1,0,0,USD,0.00,0.00,Search
buying solar panels outright,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""solar panel deals""",1,0,0,USD,0.00,0.00,Search
mortenson solar,Broad match,None,G_S_NB_Generic_TX,Solar Installation,solar power installation,1,0,0,USD,0.00,0.00,Search
txu solar plan,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Incentives/Credits,"""solar power offers""",1,0,0,USD,0.00,0.00,Search
how to get solar panels installed,Broad match,None,G_S_NB_Generic_TX,Solar Cost,solar prices,1,0,0,USD,0.00,0.00,Search
solar energy connection,Broad match,None,G_S_NB_Generic_TX,Solar - list,solar power,1,0,0,USD,0.00,0.00,Search
solar finance companies,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Leasing/Financing,"""solar panels financing""",1,0,0,USD,0.00,0.00,Search
grid tie solar,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""buy solar""",2,0,0,USD,0.00,0.00,Search
best solar panel on the market,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Panels,[best solar panels],1,0,0,USD,0.00,0.00,Search
solar costs,Exact match,Added,G_S_NB_Generic_TX,Solar Cost,[solar costs],4,2,2,USD,43.59,0.00,Search
is solar worth it for me,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Calculator,"""is solar worth it""",1,0,0,USD,0.00,0.00,Search
residential solar companies,Exact match,Added,G_S_NB_Generic_TX,Solar Companies,[residential solar companies],1,0,0,USD,0.00,0.00,Search
solar generac,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels brands""",1,0,0,USD,0.00,0.00,Search
generac generator solar,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""power solar""",1,0,0,USD,0.00,0.00,Search
3500 kw solar system,Broad match,None,G_S_NB_Generic_TX,Solar Cost,cost of solar energy,1,0,0,USD,0.00,0.00,Search
1 kw solar system,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""solar powar""",1,0,0,USD,0.00,0.00,Search
do solar panels damage your roof,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panels on roof""",1,0,0,USD,0.00,0.00,Search
solar electricity plans,Phrase match,None,G_S_NB_Generic_TX,Solar - list,"""solar electricity""",1,0,0,USD,0.00,0.00,Search
green mountain energy houston tx,Phrase match (close variant),None,G_S_NB_Generic_TX,Texas,"""solar companies texas""",1,0,0,USD,0.00,0.00,Search
solar finance companies,Exact match (close variant),None,G_S_NB_Generic_TX,Solar Leasing/Financing,"""solar financing companies""",1,0,0,USD,0.00,0.00,Search
tarrant county solar incentives,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar - list,"""get solar""",1,0,0,USD,0.00,0.00,Search
nusun solar reviews,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel reviews""",1,0,0,USD,0.00,0.00,Search
solar program in texas,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel programs""",1,1,1,USD,25.48,0.00,Search
solar power in texas rebates,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar savings""",1,0,0,USD,0.00,0.00,Search
how much is tesla solar roof,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar roof panels cost""",1,0,0,USD,0.00,0.00,Search
fluent solar reviews,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Panels,"""solar panel reviews""",1,0,0,USD,0.00,0.00,Search
how long does it take to break even on solar panels,Broad match,None,G_S_NB_Generic_TX,Solar Calculator,solar panel cost calculator,1,0,0,USD,0.00,0.00,Search
10kw solar cost,Phrase match (close variant),None,G_S_NB_Generic_TX,Solar Cost,"""solar panels cost""",1,0,0,USD,0.00,0.00,Search
